Supplier Invoice,Supplier Invoice Total Amount ,Invoice Date,Status,Accounting Date for Supplier Invoice,Supplier Name,Payment Status,Beginning Payment Date,Payment Amount,Discount Taken,Payment Type,CF CCD LRV Payment Reconciliation Status SID,Bank Cleared Date,Invoice Amount,Due Date,Purchase Orders,Extended Amount,Cost Center
SI-00625792,24134.02,6/5/2023,Approved,6/5/2023,HANDPRINT ARCHITECTURE INC,Paid,6/14/2023,24134.02,0,ACH,Reconciled,6/15/2023,24134.02,6/5/2023,PO-00128621,24134.02,CDBG Administration
SI-00683081,99215.28,6/5/2023,Approved,6/5/2023,HANDPRINT ARCHITECTURE INC,Paid,6/14/2023,99215.28,0,ACH,Reconciled,6/15/2023,99215.28,6/5/2023,PO-00128621,99215.28,CDBG Administration
SI-00618982,94753.85,6/5/2023,Approved,6/5/2023,HANDPRINT ARCHITECTURE INC,Paid,7/5/2023,94753.85,0,ACH,Reconciled,7/6/2023,94753.85,7/5/2023,PO-00128621,94753.85,CDBG Administration
SI-00620359,60078.6,6/5/2023,Approved,6/5/2023,HANDPRINT ARCHITECTURE INC,Paid,6/14/2023,60078.6,0,ACH,Reconciled,6/15/2023,60078.6,6/5/2023,PO-00128621,60078.6,CDBG Administration
SI-00622786,21012.71,6/5/2023,Approved,6/5/2023,HANDPRINT ARCHITECTURE INC,Paid,6/14/2023,21012.71,0,ACH,Reconciled,6/15/2023,21012.71,6/5/2023,PO-00128621,21012.71,CDBG Administration
SI-00674562,63126.48,6/5/2023,Approved,6/5/2023,HANDPRINT ARCHITECTURE INC,Paid,7/5/2023,63126.48,0,ACH,Reconciled,7/6/2023,63126.48,7/5/2023,PO-00128621,63126.48,CDBG Administration
SI-00656466,165,6/6/2023,Approved,6/6/2023,COLORADO VILLAGE COLLABORATIVE,Paid,7/6/2023,165,0,ACH,Reconciled,7/7/2023,165,7/6/2023,PO-00106768,165,CDBG Administration
SI-00698611,9061.25,6/7/2023,Approved,6/7/2023,BOB BARKER COMPANY INC,Paid,7/7/2023,9061.25,0,ACH,Reconciled,7/10/2023,9061.25,7/7/2023,PO-00100089,9061.25,CDBG Administration
SI-00601505,149615.1,6/7/2023,Approved,6/7/2023,US MOTELS DENVER NORTH INC,Paid,7/7/2023,149615.1,0,ACH,Reconciled,7/10/2023,149615.1,7/7/2023,PO-00102444,149615.1,CDBG Administration
SI-00650567,108685,6/8/2023,Approved,6/8/2023,OZ ARCHITECTURE INC,Paid,7/7/2023,108685,0,ACH,Reconciled,7/10/2023,108685,7/8/2023,PO-00152802,108685,CDBG Administration
SI-00668952,733430.62,6/9/2023,Approved,6/9/2023,SECURITAS SECURITY SERVICES USA INC,Paid,6/16/2023,733430.62,0,ACH,Reconciled,6/20/2023,733430.62,6/9/2023,PO-00199489,24453.81,CDBG Administration
SI-00668952,733430.62,6/9/2023,Approved,6/9/2023,SECURITAS SECURITY SERVICES USA INC,Paid,6/16/2023,,,,Reconciled,6/20/2023,733430.62,6/9/2023,PO-00199489,708976.81,CDBG Administration
SI-00608528,40499.25,6/12/2023,Approved,6/12/2023,URBAN PEAK DENVER,Paid,7/12/2023,40499.25,0,ACH,Reconciled,7/13/2023,40499.25,7/12/2023,PO-00196472,40499.25,CDBG Administration
SI-00682038,82354.2,6/13/2023,Approved,6/13/2023,JBK HOTELS LLC,Paid,6/28/2023,82354.2,0,ACH,Reconciled,6/29/2023,82354.2,6/13/2023,PO-00128511,82354.2,Real Estate Management
SI-00659002,67273.9,6/13/2023,Approved,6/13/2023,COLORADO VILLAGE COLLABORATIVE,Paid,7/13/2023,67273.9,0,ACH,Reconciled,7/14/2023,67273.9,7/13/2023,PO-00152675,67273.9,CDBG Administration
SI-00656095,1982.24,6/13/2023,Approved,6/13/2023,BUSCO INC,Paid,7/13/2023,1982.24,0,ACH,Reconciled,7/14/2023,1982.24,7/13/2023,PO-00134921,1982.24,CDBG Administration
SI-00687925,7062.03,6/14/2023,Approved,6/14/2023,SAFEWARE INC,Paid,6/28/2023,7062.03,0,ACH,Reconciled,6/29/2023,7062.03,6/14/2023,PO-00100636,7062.03,CDBG Administration
SI-00665524,34191.83,6/14/2023,Approved,6/14/2023,US MOTELS DENVER NORTH INC,Paid,7/14/2023,34191.83,0,ACH,Reconciled,7/17/2023,34191.83,7/14/2023,PO-00102444,34191.83,CDBG Administration
SI-00600467,8472.28,6/14/2023,Approved,6/14/2023,COLORADO VILLAGE COLLABORATIVE,Paid,7/14/2023,8472.28,0,ACH,Reconciled,7/17/2023,8472.28,7/14/2023,PO-00106768,8472.28,CDBG Administration
SI-00634656,17001.53,6/14/2023,Approved,6/14/2023,US MOTELS DENVER NORTH INC,Paid,7/14/2023,17001.53,0,ACH,Reconciled,7/17/2023,17001.53,7/14/2023,PO-00102444,17001.53,CDBG Administration
SI-00694066,9637.59,6/14/2023,Approved,6/14/2023,COLORADO VILLAGE COLLABORATIVE,Paid,7/14/2023,9637.59,0,ACH,Reconciled,7/17/2023,9637.59,7/14/2023,PO-00106768,9637.59,CDBG Administration
SI-00684650,182504.93,6/14/2023,Approved,6/14/2023,BUSCO INC,Paid,7/14/2023,182504.93,0,ACH,Reconciled,7/17/2023,182504.93,7/14/2023,PO-00120415,182504.93,CDBG Administration
SI-00654689,115906.36,6/15/2023,Approved,6/15/2023,SAINT FRANCIS CENTER,Paid,7/14/2023,115906.36,0,Check,Reconciled,7/25/2023,115906.36,7/15/2023,PO-00153135,115906.36,CDBG Administration
SI-00645629,6504.12,6/15/2023,Approved,6/15/2023,THE GATHERING PLACE,Paid,7/14/2023,6504.12,0,Check,Reconciled,7/31/2023,6504.12,7/15/2023,PO-00104929,6504.12,CDBG Administration
SI-00683256,5944.74,6/16/2023,Approved,6/16/2023,OAK ENVIRONMENTAL LLC,Paid,7/10/2023,5944.74,0,ACH,Reconciled,7/11/2023,5944.74,6/16/2023,PO-00140491,5944.74,CDBG Administration
SI-00602597,53657.71,6/16/2023,Approved,6/16/2023,JBK HOTELS LLC,Paid,7/14/2023,53657.71,0,ACH,Reconciled,7/17/2023,53657.71,7/16/2023,PO-00131634,53657.71,CDBG Administration
SI-00612537,96883.2,6/16/2023,Approved,6/16/2023,HANDPRINT ARCHITECTURE INC,Paid,7/14/2023,96883.2,0,ACH,Reconciled,7/17/2023,96883.2,7/16/2023,PO-00128621,96883.2,CDBG Administration
SI-00669123,227565.3,6/16/2023,Approved,6/16/2023,US MOTELS DENVER NORTH INC,Paid,7/14/2023,227565.3,0,ACH,Reconciled,7/17/2023,227565.3,7/16/2023,PO-00163466,227565.3,CDBG Administration
SI-00610173,102466.94,6/16/2023,Approved,6/16/2023,US MOTELS DENVER NORTH INC,Paid,7/14/2023,102466.94,0,ACH,Reconciled,7/17/2023,102466.94,7/16/2023,PO-00163466,102466.94,CDBG Administration
SI-00611184,440109.2,6/16/2023,Approved,6/16/2023,JBK HOTELS LLC,Paid,6/29/2023,440109.2,0,ACH,Reconciled,6/30/2023,440109.2,6/16/2023,PO-00153371,440109.2,CDBG Administration
SI-00606304,68229.82,6/16/2023,Approved,6/16/2023,HANDPRINT ARCHITECTURE INC,Paid,6/28/2023,68229.82,0,ACH,Reconciled,6/29/2023,68229.82,6/16/2023,PO-00128621,68229.82,CDBG Administration
SI-00653239,24801.07,6/16/2023,Approved,6/16/2023,HANDPRINT ARCHITECTURE INC,Paid,6/28/2023,24801.07,0,ACH,Reconciled,6/29/2023,24801.07,6/16/2023,PO-00128621,24801.07,CDBG Administration
SI-00690733,125240,6/19/2023,Approved,6/19/2023,FACILITY SOLUTIONS GROUP FSG,Paid,6/29/2023,125240,0,Check,Reconciled,7/5/2023,125240,6/19/2023,PO-00127696,24800,CDBG Administration
SI-00690733,125240,6/19/2023,Approved,6/19/2023,FACILITY SOLUTIONS GROUP FSG,Paid,6/29/2023,,,,Reconciled,7/5/2023,125240,6/19/2023,PO-00127696,100440,CDBG Administration
SI-00671207,10377.88,6/19/2023,Approved,6/19/2023,FACILITY SOLUTIONS GROUP FSG,Paid,6/27/2023,10377.88,0,Check,Reconciled,7/3/2023,10377.88,6/19/2023,PO-00191637,10377.88,CDBG Administration
SI-00644449,74904.23,6/20/2023,Approved,6/20/2023,DRY BOX INC,Paid,7/20/2023,74904.23,0,Check,Reconciled,7/28/2023,74904.23,7/20/2023,PO-00122926,33047.78,CDBG Administration
SI-00645013,73596.42,6/20/2023,Approved,6/20/2023,DRY BOX INC,Paid,7/20/2023,73596.42,0,Check,Reconciled,7/28/2023,73596.42,7/20/2023,PO-00122926,73596.42,CDBG Administration
SI-00613036,1049.16,6/21/2023,Approved,6/21/2023,NEWMARK PARTNERS LP,Paid,7/21/2023,1049.16,0,ACH,Reconciled,7/24/2023,1049.16,7/21/2023,PO-00182854,1049.16,CDBG Administration
SI-00630227,470580,6/21/2023,Approved,6/21/2023,CATHOLIC CHARITIES AND COMMUNITY SERVICES OF DENVER,Paid,6/27/2023,470580,0,ACH,Reconciled,6/28/2023,470580,6/21/2023,PO-00186453,470580,CDBG Administration
SI-00676684,52891.06,6/22/2023,Approved,6/22/2023,FACILITY SOLUTIONS GROUP FSG,Paid,7/7/2023,52891.06,0,Check,Reconciled,7/17/2023,52891.06,6/22/2023,PO-00139804,52891.06,CDBG Administration
SI-00655878,73630.56,6/22/2023,Approved,6/22/2023,NEWMARK PARTNERS LP,Paid,6/30/2023,73630.56,0,ACH,Reconciled,7/3/2023,73630.56,6/22/2023,PO-00103605,73630.56,CDBG Administration
SI-00656582,96429.05,6/23/2023,Approved,7/1/2023,HANDPRINT ARCHITECTURE INC,Paid,7/21/2023,96429.05,0,ACH,Reconciled,7/24/2023,96429.05,7/23/2023,PO-00128621,96429.05,CDBG Administration
SI-00624309,25931.77,6/23/2023,Approved,7/1/2023,B2B SOLUTIONS LLC,Paid,7/21/2023,25931.77,0,ACH,Reconciled,7/24/2023,25931.77,7/23/2023,PO-00128507,25931.77,CDBG Administration
SI-00636127,84332.62,6/23/2023,Approved,6/23/2023,HANDPRINT ARCHITECTURE INC,Paid,7/6/2023,84332.62,0,ACH,Reconciled,7/7/2023,84332.62,6/23/2023,PO-00128621,84332.62,CDBG Administration
SI-00642338,14554.89,6/25/2023,Approved,7/1/2023,DRY BOX INC,Paid,7/25/2023,14554.89,0,Check,Reconciled,7/31/2023,14554.89,7/25/2023,PO-00169385,14554.89,CDBG Administration
SI-00692998,13823.68,6/25/2023,Approved,7/1/2023,DRY BOX INC,Paid,7/25/2023,13823.68,0,Check,Reconciled,7/31/2023,13823.68,7/25/2023,PO-00169385,13823.68,CDBG Administration
SI-00699531,15962.56,6/25/2023,Approved,7/1/2023,DRY BOX INC,Paid,7/25/2023,15962.56,0,Check,Reconciled,7/31/2023,15962.56,7/25/2023,PO-00169385,15962.56,CDBG Administration
SI-00686277,14800.81,6/26/2023,Approved,6/26/2023,B2B SOLUTIONS LLC,Paid,7/7/2023,14800.81,0,ACH,Reconciled,7/10/2023,14800.81,6/26/2023,PO-00140078,4315.47,CDBG Administration
SI-00613572,8500,6/27/2023,Approved,7/1/2023,HANDPRINT ARCHITECTURE INC,Paid,7/27/2023,8500,0,ACH,Reconciled,7/28/2023,8500,7/27/2023,PO-00174329,8500,CDBG Administration
SI-00652230,5238.51,6/27/2023,Approved,6/27/2023,SAFEWARE INC,Paid,7/3/2023,5238.51,0,ACH,Reconciled,7/5/2023,5238.51,6/27/2023,PO-00100636,5238.51,CDBG Administration
SI-00617858,32594.05,6/28/2023,Approved,7/1/2023,HANDPRINT ARCHITECTURE INC,Paid,8/1/2023,32594.05,0,ACH,Reconciled,8/2/2023,32594.05,6/28/2023,PO-00128621,32594.05,CDBG Administration
SI-00694483,2800,6/28/2023,Approved,7/1/2023,THE SALVATION ARMY,Paid,7/28/2023,2800,0,ACH,Reconciled,7/31/2023,2800,7/28/2023,PO-00132712,2800,CDBG Administration
SI-00677429,270161.54,6/29/2023,Approved,7/1/2023,US MOTELS DENVER NORTH INC,Paid,7/28/2023,270161.54,0,ACH,Reconciled,7/31/2023,270161.54,7/29/2023,PO-00179385,270161.54,CDBG Administration
SI-00690356,1288000,6/30/2023,Approved,7/1/2023,PROPAC INC,Paid,7/26/2023,1288000,0,Check,Reconciled,8/1/2023,1288000,6/30/2023,PO-00151534,7000,CDBG Administration
SI-00692117,94973.15,6/30/2023,Approved,7/1/2023,HANDPRINT ARCHITECTURE INC,Paid,7/28/2023,94973.15,0,ACH,Reconciled,7/31/2023,94973.15,7/30/2023,PO-00128621,94973.15,CDBG Administration
SI-00665273,103800,7/1/2023,Approved,7/1/2023,OZ ARCHITECTURE INC,Paid,7/31/2023,103800,0,ACH,Reconciled,8/1/2023,103800,7/31/2023,PO-00152802,103800,CDBG Administration
SI-00627008,21056.81,7/3/2023,Approved,7/3/2023,HANDPRINT ARCHITECTURE INC,Paid,7/13/2023,21056.81,0,ACH,Reconciled,7/14/2023,21056.81,7/3/2023,PO-00128621,21056.81,CDBG Administration
SI-00676927,60887.35,7/3/2023,Approved,7/3/2023,HANDPRINT ARCHITECTURE INC,Paid,8/2/2023,60887.35,0,ACH,Reconciled,8/3/2023,60887.35,8/2/2023,PO-00128621,60887.35,CDBG Administration
SI-00642281,2476,7/3/2023,Approved,7/3/2023,FCI CONSTRUCTORS INC,Paid,7/7/2023,2368.4,0,ACH,Reconciled,7/10/2023,2476,7/3/2023,PO-00195778,2476,Early Intervention Team
SI-00626453,4407.89,7/6/2023,Approved,7/6/2023,NEWMARK PARTNERS LP,Paid,8/4/2023,4407.89,0,ACH,Reconciled,8/7/2023,4407.89,8/5/2023,PO-00193031,4407.89,CDBG Administration
SI-00671327,139960.26,7/6/2023,Approved,7/6/2023,US MOTELS DENVER NORTH INC,Paid,8/4/2023,139960.26,0,ACH,Reconciled,8/7/2023,139960.26,8/5/2023,PO-00102444,139960.26,CDBG Administration
SI-00638587,703715.33,7/7/2023,Approved,7/7/2023,SECURITAS SECURITY SERVICES USA INC,Paid,8/4/2023,703715.33,0,ACH,Reconciled,8/7/2023,703715.33,8/6/2023,PO-00199489,118884.54,CDBG Administration
SI-00638587,703715.33,7/7/2023,Approved,7/7/2023,SECURITAS SECURITY SERVICES USA INC,Paid,8/4/2023,,,,Reconciled,8/7/2023,703715.33,8/6/2023,PO-00199489,584830.79,CDBG Administration
SI-00668926,1540977.81,7/10/2023,Approved,7/10/2023,NEWMARK PARTNERS LP,Paid,7/27/2023,1540977.81,0,ACH,Reconciled,7/28/2023,1540977.81,7/10/2023,PO-00128692,1540977.81,Early Intervention Team
SI-00619845,278413.08,7/10/2023,Approved,7/10/2023,US MOTELS DENVER NORTH INC,Paid,8/9/2023,278413.08,0,ACH,Reconciled,8/10/2023,278413.08,8/9/2023,PO-00179385,278413.08,CDBG Administration
SI-00673492,7474.44,7/10/2023,Approved,7/10/2023,SENIOR SUPPORT SERVICES,Paid,7/17/2023,7474.44,0,Check,Reconciled,7/24/2023,7474.44,7/10/2023,PO-00174889,7474.44,CDBG Administration
SI-00622296,7616.94,7/10/2023,Approved,7/10/2023,SENIOR SUPPORT SERVICES,Paid,7/17/2023,7616.94,0,Check,Reconciled,7/24/2023,7616.94,7/10/2023,PO-00174889,7616.94,CDBG Administration
SI-00637220,6948.56,7/10/2023,Approved,7/10/2023,SENIOR SUPPORT SERVICES,Paid,7/17/2023,6948.56,0,Check,Reconciled,7/24/2023,6948.56,7/10/2023,PO-00174889,6948.56,CDBG Administration
SI-00602068,5737.21,7/10/2023,Approved,7/10/2023,SENIOR SUPPORT SERVICES,Paid,7/17/2023,5737.21,0,Check,Reconciled,7/24/2023,5737.21,7/10/2023,PO-00174889,5737.21,CDBG Administration
SI-00611621,172215,7/11/2023,Approved,7/11/2023,THE DELORES PROJECT,Paid,8/10/2023,172215,0,Check,Reconciled,8/30/2023,172215,8/10/2023,PO-00193398,172215,CDBG Administration
SI-00691648,32736,7/12/2023,Approved,7/12/2023,THE FAX EAST COLFAX REDEVELOPMENT LLC,Paid,8/11/2023,32736,0,ACH,Reconciled,8/14/2023,32736,8/11/2023,PO-00173905,32736,CDBG Administration
SI-00687977,25110,7/12/2023,Approved,7/12/2023,THE FAX EAST COLFAX REDEVELOPMENT LLC,Paid,8/11/2023,25110,0,ACH,Reconciled,8/14/2023,25110,8/11/2023,PO-00173905,25110,CDBG Administration
SI-00635563,6443.19,7/13/2023,Approved,7/13/2023,JBK HOTELS LLC,Paid,8/11/2023,6443.19,0,ACH,Reconciled,8/14/2023,6443.19,8/12/2023,PO-00128511,6443.19,Real Estate Management
SI-00671127,64117.26,7/14/2023,Approved,7/14/2023,SAINT FRANCIS CENTER,Paid,8/11/2023,64117.26,0,Check,Reconciled,10/10/2023,64117.26,8/13/2023,PO-00153135,64117.26,CDBG Administration
SI-00684147,100996.81,7/14/2023,Approved,7/14/2023,HANDPRINT ARCHITECTURE INC,Paid,7/24/2023,100996.81,0,ACH,Reconciled,7/25/2023,100996.81,7/14/2023,PO-00128621,100996.81,CDBG Administration
SI-00698209,7482.55,7/17/2023,Approved,7/17/2023,OAK ENVIRONMENTAL LLC,Paid,8/16/2023,7482.55,0,ACH,Reconciled,8/17/2023,7482.55,8/16/2023,PO-00140491,7482.55,CDBG Administration
SI-00682191,345740.65,7/17/2023,Approved,7/17/2023,BUSCO INC,Paid,8/16/2023,345740.65,0,ACH,Reconciled,8/17/2023,345740.65,8/16/2023,PO-00120415,10997.58,CDBG Administration
SI-00682191,345740.65,7/17/2023,Approved,7/17/2023,BUSCO INC,Paid,8/16/2023,,,,Reconciled,8/17/2023,345740.65,8/16/2023,PO-00120415,334743.07,CDBG Administration
SI-00699108,470580,7/17/2023,Approved,7/17/2023,CATHOLIC CHARITIES AND COMMUNITY SERVICES OF DENVER,Paid,7/24/2023,470580,0,ACH,Reconciled,7/25/2023,470580,7/17/2023,PO-00186453,470580,CDBG Administration
SI-00642261,27058.25,7/17/2023,Approved,7/17/2023,HANDPRINT ARCHITECTURE INC,Paid,7/24/2023,27058.25,0,ACH,Reconciled,7/25/2023,27058.25,7/17/2023,PO-00128621,27058.25,CDBG Administration
SI-00615018,98712.08,7/17/2023,Approved,7/17/2023,HANDPRINT ARCHITECTURE INC,Paid,8/16/2023,98712.08,0,ACH,Reconciled,8/17/2023,98712.08,8/16/2023,PO-00128621,98712.08,CDBG Administration
SI-00669203,3740,7/18/2023,Approved,7/18/2023,COLORADO VILLAGE COLLABORATIVE,Paid,8/17/2023,3740,0,ACH,Reconciled,8/18/2023,3740,8/17/2023,PO-00106768,3740,CDBG Administration
SI-00629894,161651.15,7/18/2023,Approved,7/18/2023,US MOTELS DENVER NORTH INC,Paid,8/3/2023,161651.15,0,ACH,Reconciled,8/4/2023,161651.15,7/18/2023,PO-00102444,161651.15,CDBG Administration
SI-00650945,420169.61,7/18/2023,Approved,7/18/2023,JBK HOTELS LLC,Paid,8/1/2023,420169.61,0,ACH,Reconciled,8/2/2023,420169.61,7/18/2023,PO-00153371,420169.61,CDBG Administration
SI-00610200,76968.78,7/18/2023,Approved,7/18/2023,NEWMARK PARTNERS LP,Paid,8/17/2023,76968.78,0,ACH,Reconciled,8/18/2023,76968.78,8/17/2023,PO-00103605,76968.78,CDBG Administration
SI-00669811,43250.09,7/18/2023,Approved,7/18/2023,URBAN PEAK DENVER,Paid,8/17/2023,43250.09,0,ACH,Reconciled,8/18/2023,43250.09,8/17/2023,PO-00196472,43250.09,CDBG Administration
SI-00675763,49734.15,7/18/2023,Approved,7/18/2023,JBK HOTELS LLC,Paid,8/17/2023,49734.15,0,ACH,Reconciled,8/18/2023,49734.15,8/17/2023,PO-00131634,49734.15,CDBG Administration
SI-00607749,1771.25,7/18/2023,Approved,7/18/2023,NEWMARK PARTNERS LP,Paid,8/17/2023,1771.25,0,ACH,Reconciled,8/18/2023,1771.25,8/17/2023,PO-00182854,1771.25,CDBG Administration
SI-00616677,2600,7/18/2023,Approved,7/18/2023,COLORADO VILLAGE COLLABORATIVE,Paid,8/17/2023,2600,0,ACH,Reconciled,8/18/2023,2600,8/17/2023,PO-00106768,2600,CDBG Administration
SI-00673882,2600,7/18/2023,Approved,7/18/2023,COLORADO VILLAGE COLLABORATIVE,Paid,8/17/2023,2600,0,ACH,Reconciled,8/18/2023,2600,8/17/2023,PO-00106768,2600,CDBG Administration
SI-00660606,2600,7/18/2023,Approved,7/18/2023,COLORADO VILLAGE COLLABORATIVE,Paid,8/17/2023,2600,0,ACH,Reconciled,8/18/2023,2600,8/17/2023,PO-00106768,2600,CDBG Administration
SI-00616150,650,7/18/2023,Approved,7/18/2023,COLORADO VILLAGE COLLABORATIVE,Paid,8/17/2023,650,0,ACH,Reconciled,8/18/2023,650,8/17/2023,PO-00106768,650,CDBG Administration
SI-00613091,600,7/18/2023,Approved,7/18/2023,COLORADO VILLAGE COLLABORATIVE,Paid,8/17/2023,600,0,ACH,Reconciled,8/18/2023,600,8/17/2023,PO-00106768,600,CDBG Administration
SI-00655120,1200,7/18/2023,Approved,7/18/2023,COLORADO VILLAGE COLLABORATIVE,Paid,8/17/2023,1200,0,ACH,Reconciled,8/18/2023,1200,8/17/2023,PO-00106768,1200,CDBG Administration
SI-00648073,28335.07,7/20/2023,Approved,7/20/2023,US MOTELS DENVER NORTH INC,Paid,8/18/2023,28335.07,0,ACH,Reconciled,8/21/2023,28335.07,8/19/2023,PO-00102444,28335.07,CDBG Administration
SI-00614082,4123.04,7/20/2023,Approved,7/20/2023,DRY BOX INC,Paid,8/18/2023,4123.04,0,Check,Reconciled,8/25/2023,4123.04,8/19/2023,,4123.04,CDBG Administration
SI-00678148,3094.77,7/20/2023,Approved,7/20/2023,DRY BOX INC,Paid,8/18/2023,3094.77,0,Check,Reconciled,8/25/2023,3094.77,8/19/2023,,1183.64,CDBG Administration
SI-00603440,108186.47,7/20/2023,Approved,7/20/2023,HANDPRINT ARCHITECTURE INC,Paid,8/18/2023,108186.47,0,ACH,Reconciled,8/21/2023,108186.47,8/19/2023,PO-00128621,108186.47,CDBG Administration
SI-00637302,47729.3,7/20/2023,Approved,7/20/2023,HANDPRINT ARCHITECTURE INC,Paid,8/1/2023,47729.3,0,ACH,Reconciled,8/2/2023,47729.3,7/20/2023,PO-00128621,47729.3,CDBG Administration
SI-00650607,48041.28,7/20/2023,Approved,7/20/2023,HANDPRINT ARCHITECTURE INC,Paid,8/1/2023,48041.28,0,ACH,Reconciled,8/2/2023,48041.28,7/20/2023,PO-00128621,48041.28,CDBG Administration
SI-00691077,26127.66,7/20/2023,Approved,7/20/2023,US MOTELS DENVER NORTH INC,Paid,8/18/2023,26127.66,0,ACH,Reconciled,8/21/2023,26127.66,8/19/2023,PO-00102444,26127.66,CDBG Administration
SI-00642097,6453.3,7/21/2023,Approved,7/21/2023,THE GATHERING PLACE,Paid,8/7/2023,6453.3,0,Check,Reconciled,8/29/2023,6453.3,7/21/2023,PO-00104929,6453.3,CDBG Administration
SI-00699021,10298.33,7/21/2023,Approved,7/21/2023,DRY BOX INC,Paid,8/18/2023,10298.33,0,Check,Reconciled,8/25/2023,10298.33,8/20/2023,,2339.53,CDBG Administration
SI-00699021,10298.33,7/21/2023,Approved,7/21/2023,DRY BOX INC,Paid,8/18/2023,,,,Reconciled,8/25/2023,10298.33,8/20/2023,,7958.8,CDBG Administration
SI-00687969,4954.66,7/21/2023,Approved,7/21/2023,DRY BOX INC,Paid,8/18/2023,4954.66,0,Check,Reconciled,8/25/2023,4954.66,8/20/2023,,1809.7,CDBG Administration
SI-00687969,4954.66,7/21/2023,Approved,7/21/2023,DRY BOX INC,Paid,8/18/2023,,,,Reconciled,8/25/2023,4954.66,8/20/2023,,3144.96,CDBG Administration
SI-00676278,10694.7,7/21/2023,Approved,7/21/2023,DRY BOX INC,Paid,8/18/2023,10694.7,0,Check,Reconciled,8/25/2023,10694.7,8/20/2023,,4555.64,CDBG Administration
SI-00676278,10694.7,7/21/2023,Approved,7/21/2023,DRY BOX INC,Paid,8/18/2023,,,,Reconciled,8/25/2023,10694.7,8/20/2023,,5898.43,CDBG Administration
SI-00690589,18754.88,7/21/2023,Approved,7/21/2023,B2B SOLUTIONS LLC,Paid,8/18/2023,18754.88,0,ACH,Reconciled,8/21/2023,18754.88,8/20/2023,PO-00128507,18754.88,CDBG Administration
SI-00652729,10283.86,7/22/2023,Approved,8/1/2023,FACILITY SOLUTIONS GROUP FSG,Paid,8/9/2023,10283.86,0,ACH,Reconciled,8/10/2023,10283.86,7/22/2023,PO-00191637,10283.86,CDBG Administration
SI-00621074,15441.77,7/22/2023,Approved,7/22/2023,DRY BOX INC,Paid,8/21/2023,15441.77,0,Check,Reconciled,8/25/2023,15441.77,8/21/2023,PO-00169385,15441.77,CDBG Administration
SI-00653699,45211.95,7/24/2023,Approved,8/1/2023,FACILITY SOLUTIONS GROUP FSG,Paid,8/16/2023,45211.95,0,ACH,Reconciled,8/17/2023,45211.95,7/24/2023,PO-00139804,45211.95,CDBG Administration
SI-00671152,121200,7/24/2023,Approved,7/24/2023,FACILITY SOLUTIONS GROUP FSG,Paid,8/3/2023,121200,0,ACH,Reconciled,8/4/2023,121200,7/24/2023,PO-00127696,24000,CDBG Administration
SI-00671152,121200,7/24/2023,Approved,7/24/2023,FACILITY SOLUTIONS GROUP FSG,Paid,8/3/2023,,,,Reconciled,8/4/2023,121200,7/24/2023,PO-00127696,97200,CDBG Administration
SI-00637800,87222.98,7/24/2023,Approved,7/24/2023,COLORADO VILLAGE COLLABORATIVE,Paid,8/23/2023,87222.98,0,ACH,Reconciled,8/24/2023,87222.98,8/23/2023,PO-00152675,87222.98,CDBG Administration
SI-00609440,2800,7/25/2023,Approved,7/25/2023,THE SALVATION ARMY,Paid,8/24/2023,2800,0,ACH,Reconciled,8/25/2023,2800,8/24/2023,PO-00132712,2800,CDBG Administration
SI-00692872,136998,7/26/2023,Approved,8/1/2023,THE DELORES PROJECT,Paid,8/18/2023,136998,0,Check,Reconciled,9/11/2023,136998,7/26/2023,PO-00193398,136998,CDBG Administration
SI-00630427,958718.21,7/26/2023,Approved,8/1/2023,SECURITAS SECURITY SERVICES USA INC,Paid,8/25/2023,958718.21,0,ACH,Reconciled,8/28/2023,958718.21,8/25/2023,PO-00199489,38880.3,CDBG Administration
SI-00630427,958718.21,7/26/2023,Approved,8/1/2023,SECURITAS SECURITY SERVICES USA INC,Paid,8/25/2023,,,,Reconciled,8/28/2023,958718.21,8/25/2023,PO-00199489,919837.91,CDBG Administration
SI-00682806,11893.33,7/26/2023,Approved,7/26/2023,SAFEWARE INC,Paid,8/25/2023,11893.33,0,ACH,Reconciled,8/28/2023,11893.33,8/25/2023,PO-00100636,11893.33,CDBG Administration
SI-00640055,15078.72,7/27/2023,Approved,10/1/2023,URBAN PEAK DENVER,Paid,11/7/2023,15078.72,0,ACH,Reconciled,11/8/2023,15078.72,8/26/2023,PO-00196472,15078.72,CDBG Administration
SI-00616864,26800.84,7/27/2023,Approved,7/27/2023,SECURITAS SECURITY SERVICES USA INC,Paid,8/25/2023,26800.84,0,ACH,Reconciled,8/28/2023,26800.84,8/26/2023,PO-00198057,26800.84,CDBG Administration
SI-00670723,27246.94,7/28/2023,Approved,7/28/2023,SECURITAS SECURITY SERVICES USA INC,Paid,8/25/2023,27246.94,0,ACH,Reconciled,8/28/2023,27246.94,8/27/2023,PO-00198057,27246.94,CDBG Administration
SI-00610193,37441.42,7/31/2023,Approved,8/1/2023,HANDPRINT ARCHITECTURE INC,Paid,8/30/2023,37441.42,0,ACH,Reconciled,8/31/2023,37441.42,8/30/2023,PO-00128621,37441.42,CDBG Administration
